*******************************************************************************
 Revised: Sep 28, 2012                 Mars                             499 / 4
 
 GEOPHYSICAL DATA (updated 2009-May-26):
  Mean radius (km)      = 3389.9(2+-4)    Density (g cm^-3)     =  3.933(5+-4)
  Mass (10^23 kg )      =    6.4185       Flattening, f         =  1/154.409
  Volume (x10^10 km^3)  =   16.318        Semi-major axis       =  3397+-4
  Sidereal rot. period  =   24.622962 hr  Rot. Rate (x10^5 s)   =  7.088218
  Mean solar day        =    1.0274907 d  Polar gravity ms^-2   =  3.758
  Mom. of Inertia       =    0.366        Equ. gravity  ms^-2   =  3.71
  Core radius (km)      =  ~1700          Potential Love # k2   =  0.153 +-.017
 
  Grav spectral fact u  =   14 (x10^5)    Topo. spectral fact t = 96 (x10^5)
  Fig. offset (Rcf-Rcm) = 2.50+-0.07 km   Offset (lat./long.)   = 62d / 88d
  GM (km^3 s^-2)        = 42828.3         Equatorial Radius, Re = 3394.0 km 
  GM 1-sigma (km^3 s^-2)= +- 0.1          Mass ratio (Sun/Mars) = 3098708+-9
  
  Atmos. pressure (bar) =    0.0056       Max. angular diam.    =  17.9"
  Mean Temperature (K)  =  210            Visual mag. V(1,0)    =  -1.52
  Geometric albedo      =    0.150        Obliquity to orbit    =  25.19 deg
  Mean sidereal orb per =    1.88081578 y Orbit vel.  km/s      =  24.1309
  Mean sidereal orb per =  686.98 d       Escape vel. km/s      =   5.027
  Hill's sphere rad. Rp =  319.8          Mag. mom (gauss Rp^3) = < 1x10^-4 
 NOTES (WK,4/26/18): Mars location data for the Sept 2024 Earth-Mars Transfer
*******************************************************************************
 
 
*******************************************************************************
Ephemeris / WWW_USER Thu Apr 26 18:31:49 2018 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: Mars (499)                      {source: mar097}
Center body name: Solar System Barycenter (0)     {source: DE431mx}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2024-Nov-28 00:00:00.0000 TDB
Stop  time      : A.D. 2026-Feb-21 00:00:00.0000 TDB
Step-size       : 1440 minutes
*******************************************************************************
Center geodetic : 0.00000000,0.00000000,0.0000000 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.00000000,0.00000000,0.0000000 {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : (undefined)                                                  
Output units    : KM-S                                                         
Output type     : GEOMETRIC cartesian states
Output format   : 2 (position and velocity)
Reference frame : ICRF/J2000.0                                                 
Coordinate systm: Ecliptic and Mean Equinox of Reference Epoch                 
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
**************************************************************************************************************************************************************************************************
$$SOE
2460642.500000000, A.D. 2024-Nov-28 00:00:00.0000, -1.195365355037747E+07,  2.347581647951706E+08,  5.233047574111208E+06, -2.327511633520385E+01,  9.147209729582990E-01,  5.902439968468398E-01,
2460643.500000000, A.D. 2024-Nov-29 00:00:00.0000, -1.396417991784864E+07,  2.348283061030779E+08,  5.283847414420769E+06, -2.326455688909633E+01,  7.089863098035900E-01,  5.856725453832454E-01,
2460644.500000000, A.D. 2024-Nov-30 00:00:00.0000, -1.597371915357329E+07,  2.348806891885764E+08,  5.334250807752952E+06, -2.325226749265286E+01,  5.036530369787952E-01,  5.810670691440832E-01,
2460645.500000000, A.D. 2024-Dec-01 00:00:00.0000, -1.798212215764263E+07,  2.349153492666584E+08,  5.384254835465148E+06, -2.323825662164370E+01,  2.987335193206762E-01,  5.764280351740451E-01,
2460646.500000000, A.D. 2024-Dec-02 00:00:00.0000, -1.998924056412237E+07,  2.349323226135060E+08,  5.433856619164377E+06, -2.322253280748289E+01,  9.423997537839851E-02,  5.717559169401287E-01,
2460647.500000000, A.D. 2024-Dec-03 00:00:00.0000, -2.199492674418099E+07,  2.349316465540926E+08,  5.483053320504561E+06, -2.320510462198475E+01, -1.098155270121367E-01,  5.670511879499049E-01,
2460648.500000000, A.D. 2024-Dec-04 00:00:00.0000, -2.399903380916815E+07,  2.349133594498785E+08,  5.531842141029611E+06, -2.318598065531828E+01, -3.134210740174729E-01,  5.623143117455799E-01,
2460649.500000000, A.D. 2024-Dec-05 00:00:00.0000, -2.600141561351597E+07,  2.348775006868150E+08,  5.580220322017521E+06, -2.316516950974776E+01, -5.165648959074530E-01,  5.575457397136517E-01,
2460650.500000000, A.D. 2024-Dec-06 00:00:00.0000, -2.800192675734746E+07,  2.348241106635986E+08,  5.628185144269884E+06, -2.314267981301810E+01, -7.192353500828665E-01,  5.527459188803144E-01,
2460651.500000000, A.D. 2024-Dec-07 00:00:00.0000, -3.000042258887563E+07,  2.347532307799404E+08,  5.675733927867904E+06, -2.311852022967932E+01, -9.214209113854779E-01,  5.479152988533676E-01,
2460652.500000000, A.D. 2024-Dec-08 00:00:00.0000, -3.199675920677970E+07,  2.346649034247872E+08,  5.722864031973407E+06, -2.309269945967483E+01, -1.123110175511774E+00,  5.430543321350135E-01,
2460653.500000000, A.D. 2024-Dec-09 00:00:00.0000, -3.399079346260080E+07,  2.345591719646713E+08,  5.769572854704380E+06, -2.306522623483036E+01, -1.324291873796019E+00,  5.381634725054057E-01,
2460654.500000000, A.D. 2024-Dec-10 00:00:00.0000, -3.598238296298512E+07,  2.344360807323051E+08,  5.815857833015293E+06, -2.303610931828494E+01, -1.524954888982180E+00,  5.332431743923536E-01,
2460655.500000000, A.D. 2024-Dec-11 00:00:00.0000, -3.797138607160561E+07,  2.342956750152907E+08,  5.861716442494363E+06, -2.300535749680638E+01, -1.725088255475643E+00,  5.282938896054716E-01,
2460656.500000000, A.D. 2024-Dec-12 00:00:00.0000, -3.995766191082754E+07,  2.341380010448060E+08,  5.907146197093666E+06, -2.297297956543447E+01, -1.924681139155688E+00,  5.233160616638989E-01,
2460657.500000000, A.D. 2024-Dec-13 00:00:00.0000, -4.194107036333875E+07,  2.339631059843462E+08,  5.952144648893103E+06, -2.293898432108843E+01, -2.123722817628162E+00,  5.183101244950603E-01,
2460658.500000000, A.D. 2024-Dec-14 00:00:00.0000, -4.392147207381683E+07,  2.337710379187158E+08,  5.996709387946725E+06, -2.290338057140494E+01, -2.322202680747322E+00,  5.132765073100480E-01,
2460659.500000000, A.D. 2024-Dec-15 00:00:00.0000, -4.589872845046676E+07,  2.335618458432936E+08,  6.040838042140320E+06, -2.286617714905839E+01, -2.520110239799443E+00,  5.082156414340496E-01,
2460660.500000000, A.D. 2024-Dec-16 00:00:00.0000, -4.787270166630953E+07,  2.333355796533811E+08,  6.084528276990861E+06, -2.282738291976730E+01, -2.717435130275913E+00,  5.031279646353902E-01,
2460661.500000000, A.D. 2024-Dec-17 00:00:00.0000, -4.984325466032482E+07,  2.330922901334652E+08,  6.127777795419499E+06, -2.278700677665016E+01, -2.914167113657079E+00,  4.980139192430975E-01,
2460662.500000000, A.D. 2024-Dec-18 00:00:00.0000, -5.181025113859761E+07,  2.328320289464768E+08,  6.170584337568641E+06, -2.274505762228955E+01, -3.110296085584581E+00,  4.928739438831264E-01,
2460663.500000000, A.D. 2024-Dec-19 00:00:00.0000, -5.377355557541104E+07,  2.325548486232768E+08,  6.212945680650428E+06, -2.270154435228971E+01, -3.305812077889710E+00,  4.877084656664743E-01,
2460664.500000000, A.D. 2024-Dec-20 00:00:00.0000, -5.573303321410886E+07,  2.322608025524502E+08,  6.254859638751596E+06, -2.265647585683770E+01, -3.500705242728035E+00,  4.825179017582489E-01,
2460665.500000000, A.D. 2024-Dec-21 00:00:00.0000, -5.768855006771860E+07,  2.319499449702332E+08,  6.296324062578782E+06, -2.260986103447030E+01, -3.694965833425359E+00,  4.773026674824243E-01,
2460666.500000000, A.D. 2024-Dec-22 00:00:00.0000, -5.963997291952345E+07,  2.316223309504034E+08,  6.337336839217216E+06, -2.256170879827656E+01, -3.888584199379335E+00,  4.720631805140121E-01,
2460667.500000000, A.D. 2024-Dec-23 00:00:00.0000, -6.158716932371785E+07,  2.312780163942198E+08,  6.377895891968712E+06, -2.251202807369695E+01, -4.081550796389158E+00,  4.667998600923089E-01,
2460668.500000000, A.D. 2024-Dec-24 00:00:00.0000, -6.353000760605190E+07,  2.309170580205903E+08,  6.417999180237725E+06, -2.246082779918933E+01, -4.273856203175006E+00,  4.615131268571651E-01,
2460669.500000000, A.D. 2024-Dec-25 00:00:00.0000, -6.546835686426000E+07,  2.305395133564388E+08,  6.457644699370548E+06, -2.240811692652319E+01, -4.465491131158585E+00,  4.562034026855133E-01,
2460670.500000000, A.D. 2024-Dec-26 00:00:00.0000, -6.740208696822675E+07,  2.301454407270812E+08,  6.496830480409771E+06, -2.235390440862735E+01, -4.656446417221068E+00,  4.508711055670500E-01,
2460671.500000000, A.D. 2024-Dec-27 00:00:00.0000, -6.933106856005664E+07,  2.297348992465778E+08,  6.535554589832798E+06, -2.229819918290241E+01, -4.846713003207129E+00,  4.455166431231818E-01,
2460672.500000000, A.D. 2024-Dec-28 00:00:00.0000, -7.125517305420426E+07,  2.293079488082631E+08,  6.573815129358068E+06, -2.224101017053525E+01, -5.036281923282932E+00,  4.401404133600577E-01,
2460673.500000000, A.D. 2024-Dec-29 00:00:00.0000, -7.317427263760082E+07,  2.288646500755895E+08,  6.611610235803083E+06, -2.218234629178000E+01, -5.225144307913371E+00,  4.347428120823893E-01,
2460674.500000000, A.D. 2024-Dec-30 00:00:00.0000, -7.508824026960599E+07,  2.284050644731619E+08,  6.648938080908865E+06, -2.212221648040107E+01, -5.413291389292092E+00,  4.293242398757164E-01,
2460675.500000000, A.D. 2024-Dec-31 00:00:00.0000, -7.699694968179058E+07,  2.279292541777378E+08,  6.685796871115953E+06, -2.206062968595464E+01, -5.600714501650819E+00,  4.238851038167226E-01,
2460676.500000000, A.D. 2025-Jan-01 00:00:00.0000, -7.890027537771910E+07,  2.274372821091552E+08,  6.722184847362831E+06, -2.199759486302096E+01, -5.787405086916352E+00,  4.184258127389351E-01,
2460677.500000000, A.D. 2025-Jan-02 00:00:00.0000, -8.079809263278222E+07,  2.269292119213815E+08,  6.758100284939781E+06, -2.193312095463981E+01, -5.973354705606639E+00,  4.129467689999369E-01,
2460678.500000000, A.D. 2025-Jan-03 00:00:00.0000, -8.269027749390782E+07,  2.264051079938476E+08,  6.793541493331566E+06, -2.186721688263675E+01, -6.158555033572873E+00,  4.074483637727802E-01,
2460679.500000000, A.D. 2025-Jan-04 00:00:00.0000, -8.457670677902468E+07,  2.258650354230006E+08,  6.828506815985456E+06, -2.179989155350376E+01, -6.342997839876289E+00,  4.019309809588383E-01,
2460680.500000000, A.D. 2025-Jan-05 00:00:00.0000, -8.645725807640803E+07,  2.253090600138795E+08,  6.862994630050868E+06, -2.173115386943073E+01, -6.526674969478035E+00,  3.963950039720370E-01,
2460681.500000000, A.D. 2025-Jan-06 00:00:00.0000, -8.833180974411631E+07,  2.247372482716824E+08,  6.897003346181855E+06, -2.166101273112428E+01, -6.709578345836896E+00,  3.908408177482330E-01,
2460682.500000000, A.D. 2025-Jan-07 00:00:00.0000, -9.020024090952909E+07,  2.241496673934926E+08,  6.930531408419266E+06, -2.158947703821018E+01, -6.891699986338158E+00,  3.852688085316713E-01,
2460683.500000000, A.D. 2025-Jan-08 00:00:00.0000, -9.206243146879326E+07,  2.235463852602467E+08,  6.963577294069946E+06, -2.151655569327504E+01, -7.073032016167646E+00,  3.796793651494541E-01,
2460684.500000000, A.D. 2025-Jan-09 00:00:00.0000, -9.391826208604056E+07,  2.229274704287841E+08,  6.996139513509244E+06, -2.144225759916487E+01, -7.253566671104420E+00,  3.740728776885809E-01,
2460685.500000000, A.D. 2025-Jan-10 00:00:00.0000, -9.576761419246319E+07,  2.222929921238310E+08,  7.028216609931245E+06, -2.136659164162657E+01, -7.433296286486570E+00,  3.684497299892429E-01,
2460686.500000000, A.D. 2025-Jan-11 00:00:00.0000, -9.761036998542409E+07,  2.216430202300387E+08,  7.059807159131631E+06, -2.128956667492360E+01, -7.612213280020316E+00,  3.628102938331219E-01,
2460687.500000000, A.D. 2025-Jan-12 00:00:00.0000, -9.944641242763662E+07,  2.209776252843054E+08,  7.090909769356027E+06, -2.121119152942175E+01, -7.790310144784623E+00,  3.571549330506887E-01,
2460688.500000000, A.D. 2025-Jan-13 00:00:00.0000, -1.012756252462687E+08,  2.202968784683813E+08,  7.121523081151605E+06, -2.113147503083037E+01, -7.967579452742534E+00,  3.514840126930787E-01,
2460689.500000000, A.D. 2025-Jan-14 00:00:00.0000, -1.030978929318871E+08,  2.196008516015263E+08,  7.151645767168045E+06, -2.105042601072168E+01, -8.144013856503118E+00,  3.457979043440580E-01,
2460690.500000000, A.D. 2025-Jan-15 00:00:00.0000, -1.049131007373639E+08,  2.188896171330684E+08,  7.181276531949013E+06, -2.096805330243013E+01, -8.319606091186413E+00,  3.400969846538255E-01,
2460691.500000000, A.D. 2025-Jan-16 00:00:00.0000, -1.067211346768803E+08,  2.181632481349775E+08,  7.210414111781582E+06, -2.088436572866318E+01, -8.494348985335098E+00,  3.343816292195214E-01,
2460692.500000000, A.D. 2025-Jan-17 00:00:00.0000, -1.085218815249422E+08,  2.174218182946555E+08,  7.239057274576575E+06, -2.079937208909780E+01, -8.668235470849893E+00,  3.286522059221979E-01,
2460693.500000000, A.D. 2025-Jan-18 00:00:00.0000, -1.103152288152018E+08,  2.166654019079775E+08,  7.267204819688424E+06, -2.071308115591049E+01, -8.841258571431009E+00,  3.229090729351727E-01,
2460694.500000000, A.D. 2025-Jan-19 00:00:00.0000, -1.121010648390900E+08,  2.158940738724235E+08,  7.294855577664450E+06, -2.062550168031780E+01, -9.013411376928961E+00,  3.171525832482325E-01,
2460695.500000000, A.D. 2025-Jan-20 00:00:00.0000, -1.138792786444844E+08,  2.151079096801916E+08,  7.322008410018042E+06, -2.053664240038844E+01, -9.184687032400404E+00,  3.113830896070238E-01,
2460696.500000000, A.D. 2025-Jan-21 00:00:00.0000, -1.156497600345461E+08,  2.143069854113896E+08,  7.348662209093347E+06, -2.044651204384133E+01, -9.355078748809381E+00,  3.056009457986364E-01,
2460697.500000000, A.D. 2025-Jan-22 00:00:00.0000, -1.174123995665953E+08,  2.134913777274536E+08,  7.374815897973478E+06, -2.035511933246076E+01, -9.524579819370643E+00,  2.998065079502661E-01,
2460698.500000000, A.D. 2025-Jan-23 00:00:00.0000, -1.191670885508295E+08,  2.126611638647280E+08,  7.400468430337444E+06, -2.026247298639648E+01, -9.693183627806285E+00,  2.940001360782505E-01,
2460699.500000000, A.D. 2025-Jan-24 00:00:00.0000, -1.209137190488755E+08,  2.118164216280048E+08,  7.425618790246651E+06, -2.016858171550007E+01, -9.860883646065442E+00,  2.881821901557897E-01,
2460700.500000000, A.D. 2025-Jan-25 00:00:00.0000, -1.226521838723385E+08,  2.109572293840050E+08,  7.450265991928339E+06, -2.007345419889472E+01, -1.002767342340471E+01,  2.823530209629079E-01,
2460701.500000000, A.D. 2025-Jan-26 00:00:00.0000, -1.243823765814455E+08,  2.100836660550340E+08,  7.474409079614565E+06, -1.997709907714213E+01, -1.019354657331136E+01,  2.765129668891664E-01,
2460702.500000000, A.D. 2025-Jan-27 00:00:00.0000, -1.261041914836990E+08,  2.091958111129635E+08,  7.498047127412468E+06, -1.987952496798025E+01, -1.035849676872308E+01,  2.706623616294039E-01,
2460703.500000000, A.D. 2025-Jan-28 00:00:00.0000, -1.278175236324141E+08,  2.082937445733813E+08,  7.521179239139870E+06, -1.978074048521777E+01, -1.052251774302191E+01,  2.648015433340318E-01,
2460704.500000000, A.D. 2025-Jan-29 00:00:00.0000, -1.295222688251819E+08,  2.073775469896702E+08,  7.543804548128650E+06, -1.968075424269515E+01, -1.068560329083303E+01,  2.589308568884894E-01,
