            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
**************************************************************************************************************************************************************************************************
$$SOE
2460609.500000000, A.D. 2024-Oct-26 00:00:00.0000,  1.241934343801465E+08,  7.969642294231425E+07,  2.240887294648215E+04, -1.656841717999380E+01,  2.495043214315277E+01, -7.511951201060185E-04,
2460610.500000000, A.D. 2024-Oct-27 00:00:00.0000,  1.227430546494565E+08,  8.183998837333921E+07,  2.235157153724134E+04, -1.700444516155479E+01,  2.466777229601368E+01, -5.822442853418153E-04,
2460611.500000000, A.D. 2024-Oct-28 00:00:00.0000,  1.212551980241890E+08,  8.395877867955838E+07,  2.230699827473611E+04, -1.743589797478206E+01,  2.437694231549401E+01, -4.570994668071648E-04,
2460612.500000000, A.D. 2024-Oct-29 00:00:00.0000,  1.197302701038711E+08,  8.605209037493208E+07,  2.227124701232836E+04, -1.786253750051666E+01,  2.407800066907645E+01, -3.783646637707250E-04,
2460613.500000000, A.D. 2024-Oct-30 00:00:00.0000,  1.181686969701112E+08,  8.811922569040398E+07,  2.224023851670325E+04, -1.828412754856829E+01,  2.377102118758133E+01, -3.474483786227722E-04,
2460614.500000000, A.D. 2024-Oct-31 00:00:00.0000,  1.165709250564026E+08,  9.015949391312313E+07,  2.220982434850559E+04, -1.870043317163566E+01,  2.345609356705031E+01, -3.645278155719467E-04,
2460615.500000000, A.D. 2024-Nov-01 00:00:00.0000,  1.149374210300133E+08,  9.217221281644878E+07,  2.217589856394380E+04, -1.911122112930599E+01,  2.313332483284891E+01, -4.284155221689900E-04,
2460616.500000000, A.D. 2024-Nov-02 00:00:00.0000,  1.132686715775716E+08,  9.415671022933747E+07,  2.213452258566767E+04, -1.951626164466641E+01,  2.280284097824009E+01, -5.363993094249508E-04,
2460617.500000000, A.D. 2024-Nov-03 00:00:00.0000,  1.115651829896404E+08,  9.611232573084533E+07,  2.208206280318648E+04, -1.991533124156430E+01,  2.246478813461060E+01, -6.841162009578738E-04,
2460618.500000000, A.D. 2024-Nov-04 00:00:00.0000,  1.098274804687867E+08,  9.803841241116381E+07,  2.201533614369482E+04, -2.030821622628305E+01,  2.211933290887748E+01, -8.654976856927732E-04,
2460619.500000000, A.D. 2024-Nov-05 00:00:00.0000,  1.080561071259512E+08,  9.993433862385154E+07,  2.193175695892423E+04, -2.069471635547783E+01,  2.176666186600075E+01, -1.072792436556114E-03,
2460620.500000000, A.D. 2024-Nov-06 00:00:00.0000,  1.062516226620321E+08,  1.017994896649608E+08,  2.182947928923368E+04, -2.107464844179641E+01,  2.140698040996999E+01, -1.296645628545257E-03,
2460621.500000000, A.D. 2024-Nov-07 00:00:00.0000,  1.044146017374712E+08,  1.036332693411518E+08,  2.170753092139214E+04, -2.144785002726744E+01,  2.104051137302259E+01, -1.526205426165994E-03,
2460622.500000000, A.D. 2024-Nov-08 00:00:00.0000,  1.025456320040142E+08,  1.054351014064576E+08,  2.156593752136827E+04, -2.181418363995255E+01,  2.066749335051897E+01, -1.749248421382354E-03,
2460623.500000000, A.D. 2024-Nov-09 00:00:00.0000,  1.006453117189569E+08,  1.072044308262894E+08,  2.140583372078836E+04, -2.217354230402958E+01,  2.028817820507835E+01, -1.952369849696822E-03,
2460624.500000000, A.D. 2024-Nov-10 00:00:00.0000,  9.871424681492400E+07,  1.089407247425404E+08,  2.122955084026605E+04, -2.252585661870835E+01,  1.990282634176312E+01, -2.121361379926689E-03,
2460625.500000000, A.D. 2024-Nov-11 00:00:00.0000,  9.675304731320134E+07,  1.106434728608399E+08,  2.104065710026771E+04, -2.287110260188026E+01,  1.951169768705758E+01, -2.241968524771210E-03,
2460626.500000000, A.D. 2024-Nov-12 00:00:00.0000,  9.476232311611164E+07,  1.123121868003518E+08,  2.084390877613425E+04, -2.320930758067918E+01,  1.911503646967579E+01, -2.301219920301634E-03,
2460627.500000000, A.D. 2024-Nov-13 00:00:00.0000,  9.274267954196204E+07,  1.139463978485184E+08,  2.064505939128995E+04, -2.354054933250483E+01,  1.871304978899541E+01, -2.289366920023461E-03,
2460628.500000000, A.D. 2024-Nov-14 00:00:00.0000,  9.069471342368007E+07,  1.155456527205447E+08,  2.045048468042910E+04, -2.386494312642754E+01,  1.830588392765453E+01, -2.202118255061336E-03,
2460629.500000000, A.D. 2024-Nov-15 00:00:00.0000,  8.861901095102201E+07,  1.171095074690414E+08,  2.026662747442722E+04, -2.418261445655896E+01,  1.789360691456142E+01, -2.042419883062863E-03,
2460630.500000000, A.D. 2024-Nov-16 00:00:00.0000,  8.651614833942395E+07,  1.186375205201809E+08,  2.009934234261513E+04, -2.449366239281989E+01,  1.747620715651706E+01, -1.820856191723230E-03,
2460631.500000000, A.D. 2024-Nov-17 00:00:00.0000,  8.438669565101989E+07,  1.201292464826685E+08,  1.995328615672141E+04, -2.479812561730152E+01,  1.705361266663903E+01, -1.554170094870244E-03,
2460632.500000000, A.D. 2024-Nov-18 00:00:00.0000,  8.223122295179838E+07,  1.215842323449722E+08,  1.983150684640557E+04, -2.509596404686490E+01,  1.662572537046002E+01, -1.262299470073280E-03,
2460633.500000000, A.D. 2024-Nov-19 00:00:00.0000,  8.005030714950393E+07,  1.230020168284812E+08,  1.973531265852600E+04, -2.538706145296740E+01,  1.619245747322060E+01, -9.650624434502930E-04,
2460634.500000000, A.D. 2024-Nov-20 00:00:00.0000,  7.784453784252034E+07,  1.243821325100538E+08,  1.966440016081929E+04, -2.567124424946685E+01,  1.575375766238752E+01, -6.796330302112352E-04,
2460635.500000000, A.D. 2024-Nov-21 00:00:00.0000,  7.561452121595082E+07,  1.257241095610375E+08,  1.961714449761808E+04, -2.594830612093909E+01,  1.530962220782095E+01, -4.193342068079531E-04,
2460636.500000000, A.D. 2024-Nov-22 00:00:00.0000,  7.336088189721666E+07,  1.270274798632661E+08,  1.959094067600369E+04, -2.621802949190814E+01,  1.486009341893964E+01, -1.935975670388501E-04,
2460637.500000000, A.D. 2024-Nov-23 00:00:00.0000,  7.108426326355326E+07,  1.282917806519783E+08,  1.958251521927118E+04, -2.648019959453978E+01,  1.440525124428189E+01, -8.601052944534615E-06,
2460638.500000000, A.D. 2024-Nov-24 00:00:00.0000,  6.878532686563979E+07,  1.295165573340500E+08,  1.958817114105076E+04, -2.673461109283361E+01,  1.394520330604587E+01,  1.318924322202264E-04,
2460639.500000000, A.D. 2024-Nov-25 00:00:00.0000,  6.646475153020976E+07,  1.307013655016059E+08,  1.960396352487057E+04, -2.698106929600256E+01,  1.348007659947264E+01,  2.258028769430709E-04,
2460640.500000000, A.D. 2024-Nov-26 00:00:00.0000,  6.412323250426179E+07,  1.318457723531230E+08,  1.962582188132405E+04, -2.721938835865881E+01,  1.301001217602397E+01,  2.722450377774521E-04,
2460641.500000000, A.D. 2024-Nov-27 00:00:00.0000,  6.176148081130826E+07,  1.329493577913741E+08,  1.964964209076762E+04, -2.744938845713217E+01,  1.253516293761420E+01,  2.713108502652162E-04,
2460642.500000000, A.D. 2024-Nov-28 00:00:00.0000,  5.938022284200083E+07,  1.340117154496255E+08,  1.967137021987885E+04, -2.767089338752126E+01,  1.205569407419115E+01,  2.240905913160063E-04,
2460643.500000000, A.D. 2024-Nov-29 00:00:00.0000,  5.698020009681317E+07,  1.350324538432991E+08,  1.968709633721411E+04, -2.788372958218825E+01,  1.157178538719775E+01,  1.328711391703763E-04,
2460644.500000000, A.D. 2024-Nov-30 00:00:00.0000,  5.456216892860008E+07,  1.360111977704245E+08,  1.969317024516314E+04, -2.808772716939602E+01,  1.108363455427785E+01,  1.430068460095413E-06,
2460645.500000000, A.D. 2024-Dec-01 00:00:00.0000,  5.212690009544156E+07,  1.369475899962046E+08,  1.968634334006160E+04, -2.828272330680162E+01,  1.059146025439595E+01, -1.646704536808485E-04,
2460646.500000000, A.D. 2024-Dec-02 00:00:00.0000,  4.967517793402664E+07,  1.378412931616521E+08,  1.966393222311139E+04, -2.846856754982000E+01,  1.009550405573964E+01, -3.578901753886754E-04,
2460647.500000000, A.D. 2024-Dec-03 00:00:00.0000,  4.720779900589600E+07,  1.386919917684915E+08,  1.962399154802412E+04, -2.864512852880734E+01,  9.596030176488069E+00, -5.687018191142812E-04,
2460648.500000000, A.D. 2024-Dec-04 00:00:00.0000,  4.472557014796030E+07,  1.394993940339758E+08,  1.956547788388282E+04, -2.881230087184753E+01,  9.093322689849099E+00, -7.858111023502090E-04,
2460649.500000000, A.D. 2024-Dec-05 00:00:00.0000,  4.222930595377803E+07,  1.402632333974443E+08,  1.948838479030132E+04, -2.897001129971794E+01,  8.587680329178944E+00, -9.965974922141463E-04,
2460650.500000000, A.D. 2024-Dec-06 00:00:00.0000,  3.971982579179841E+07,  1.409832694950922E+08,  1.939383199793845E+04, -2.911822317247756E+01,  8.079409491420257E+00, -1.187725506290871E-03,
2460651.500000000, A.D. 2024-Dec-07 00:00:00.0000,  3.719795050656188E+07,  1.416592884767721E+08,  1.928409657384455E+04, -2.925693928757119E+01,  7.568816091894930E+00, -1.345868142963003E-03,
2460652.500000000, A.D. 2024-Dec-08 00:00:00.0000,  3.466449894925822E+07,  1.422911025816935E+08,  1.916257791738957E+04, -2.938620305597306E+01,  7.056196556872766E+00, -1.458514455211279E-03,
2460653.500000000, A.D. 2024-Dec-09 00:00:00.0000,  3.212028447691936E+07,  1.428785488917705E+08,  1.903368881637603E+04, -2.950609799294948E+01,  6.541827723532583E+00, -1.514879797412938E-03,
2460654.500000000, A.D. 2024-Dec-10 00:00:00.0000,  2.956611159437406E+07,  1.434214871497956E+08,  1.890266202341765E+04, -2.961674470291620E+01,  6.025955252354376E+00, -1.506955317276848E-03,
2460655.500000000, A.D. 2024-Dec-11 00:00:00.0000,  2.700277302571360E+07,  1.439197965180384E+08,  1.877526046331972E+04, -2.971829359961700E+01,  5.508780852421844E+00, -1.430675839185103E-03,
2460656.500000000, A.D. 2024-Dec-12 00:00:00.0000,  2.443104767461106E+07,  1.443733712462272E+08,  1.865738686560839E+04, -2.981091132088353E+01,  4.990450324666739E+00, -1.287035484568877E-03,
2460657.500000000, A.D. 2024-Dec-13 00:00:00.0000,  2.185170006531444E+07,  1.447821154822828E+08,  1.855461162215471E+04, -2.989476014493242E+01,  4.471046489248911E+00, -1.082792176376968E-03,
2460658.500000000, A.D. 2024-Dec-14 00:00:00.0000,  1.926548178689365E+07,  1.451459378618988E+08,  1.847167374776304E+04, -2.996997296476721E+01,  3.950591883182562E+00, -8.303165860776840E-04,
2460659.500000000, A.D. 2024-Dec-15 00:00:00.0000,  1.667313507469442E+07,  1.454647468683945E+08,  1.841204293859005E+04, -3.003663012694713E+01,  3.429063999984731E+00, -5.463143353081623E-04,
2460660.500000000, A.D. 2024-Dec-16 00:00:00.0000,  1.407539803029307E+07,  1.457384479920355E+08,  1.837763655586541E+04, -3.009474584055364E+01,  2.906420854039848E+00, -2.495886630899946E-04,
2460661.500000000, A.D. 2024-Dec-17 00:00:00.0000,  1.147301041121305E+07,  1.459669432945504E+08,  1.836874989384413E+04, -3.014426891330047E+01,  2.382629612113566E+00,  4.152889562869522E-05,
2460662.500000000, A.D. 2024-Dec-18 00:00:00.0000,  8.866718759581741E+06,  1.461501332611715E+08,  1.838419429735839E+04, -3.018509660484027E+01,  1.857689616267197E+00,  3.113020285554491E-04,
2460663.500000000, A.D. 2024-Dec-19 00:00:00.0000,  6.257279981653108E+06,  1.462879201842136E+08,  1.842157943289727E+04, -3.021709536650613E+01,  1.331644338495742E+00,  5.477555292713321E-04,
2460664.500000000, A.D. 2024-Dec-20 00:00:00.0000,  3.645463107892935E+06,  1.463802120767570E+08,  1.847765161621571E+04, -3.024012111988850E+01,  8.045820668230672E-01,  7.428354095177503E-04,
2460665.500000000, A.D. 2024-Dec-21 00:00:00.0000,  1.032049511540135E+06,  1.464269262828801E+08,  1.854861278218776E+04, -3.025403413508159E+01,  2.766289715143385E-01,  8.918676493575445E-04,
2460666.500000000, A.D. 2024-Dec-22 00:00:00.0000, -1.582167861008294E+06,  1.464279923293099E+08,  1.863037723199278E+04, -3.025870703664637E+01, -2.520607926887847E-01,  9.927239695136786E-04,
2460667.500000000, A.D. 2024-Dec-23 00:00:00.0000, -4.196385686229579E+06,  1.463833539297393E+08,  1.871875587255508E+04, -3.025402696568161E+01, -7.813143397927574E-01,  1.045020102063254E-03,
2460668.500000000, A.D. 2024-Dec-24 00:00:00.0000, -6.809791466429561E+06,  1.462929702936195E+08,  1.880957966242731E+04, -3.023989393788255E+01, -1.310946699212014E+00,  1.049529536186256E-03,
2460669.500000000, A.D. 2024-Dec-25 00:00:00.0000, -9.421564500990976E+06,  1.461568169999976E+08,  1.889878438597918E+04, -3.021621743301598E+01, -1.840764208838769E+00,  1.007878313935007E-03,
2460670.500000000, A.D. 2024-Dec-26 00:00:00.0000, -1.203087654766958E+07,  1.459748867161969E+08,  1.898248119110614E+04, -3.018291287323558E+01, -2.370564773575330E+00,  9.225161306760654E-04,
2460671.500000000, A.D. 2024-Dec-27 00:00:00.0000, -1.463689222253558E+07,  1.457471900120373E+08,  1.905703514375538E+04, -3.013989928787508E+01, -2.900135504996636E+00,  7.969214801679669E-04,
2460672.500000000, A.D. 2024-Dec-28 00:00:00.0000, -1.723876928799513E+07,  1.454737564632761E+08,  1.911916921403259E+04, -3.008709921551717E+01, -3.429248547346773E+00,  6.359711356354047E-04,
2460673.500000000, A.D. 2024-Dec-29 00:00:00.0000, -1.983565905924718E+07,  1.451546361537632E+08,  1.916610373090953E+04, -3.002444165041481E+01, -3.957656250326713E+00,  4.463713957489901E-04,
2460674.500000000, A.D. 2024-Dec-30 00:00:00.0000, -2.242670721234792E+07,  1.447899015673143E+08,  1.919573080926389E+04, -2.995186839919488E+01, -4.485087272116587E+00,  2.370098215020988E-04,
2460675.500000000, A.D. 2024-Dec-31 00:00:00.0000, -2.501105527713541E+07,  1.443796497088572E+08,  1.920680970123410E+04, -2.986934342109239E+01, -5.011245485621366E+00,  1.905933285129002E-05,
$$EOE
**************************************************************************************************************************************************************************************************
Coordinate system description:

  Ecliptic and Mean Equinox of Reference Epoch

    Reference epoch: J2000.0
    XY-plane: plane of the Earth's orbit at the reference epoch
              Note: obliquity of 84381.448 arcseconds wrt ICRF equator (IAU76)
    X-axis  : out along ascending node of instantaneous plane of the Earth's
              orbit and the Earth's mean equator at the reference epoch
    Z-axis  : perpendicular to the xy-plane in the directional (+ or -) sense
              of Earth's north pole at the reference epoch.

  Symbol meaning:

    JDTDB    Julian Day Number, Barycentric Dynamical Time
      X      X-component of position vector (km)                               
      Y      Y-component of position vector (km)                               
      Z      Z-component of position vector (km)                               
      VX     X-component of velocity vector (km/sec)                           
      VY     Y-component of velocity vector (km/sec)                           
      VZ     Z-component of velocity vector (km/sec)                           

Geometric states/elements have no aberrations applied.

 Computations by ...
     Solar System Dynamics Group, Horizons On-Line Ephemeris System
     4800 Oak Grove Drive, Jet Propulsion Laboratory
     Pasadena, CA  91109   USA
     Information: http://ssd.jpl.nasa.gov/
     Connect    : telnet://ssd.jpl.nasa.gov:6775  (via browser)
                  http://ssd.jpl.nasa.gov/?horizons
                  telnet ssd.jpl.nasa.gov 6775    (via command-line)
     Author     : Jon.D.Giorgini@jpl.nasa.gov
*******************************************************************************
